../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p228/p228_002.wav	4.3700123
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Edinburgh/p272/p272_005.wav	4.4484496
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p240/p240_002.wav	4.021917
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p229/p229_008.wav	4.3848734
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p229/p229_011.wav	4.40808
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p231/p231_006.wav	4.436624
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p229/p229_004.wav	4.2582264
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p226/p226_010.wav	4.2093544
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p232/p232_004.wav	4.3420267
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Edinburgh/p252/p252_011.wav	4.2068295
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p226/p226_005.wav	3.993162
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p268/p268_009.wav	4.053761
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Edinburgh/p252/p252_007.wav	4.29731
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Dublin/p288/p288_013.wav	3.9675627
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Dublin/p288/p288_004.wav	4.366355
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Dublin/p340/p340_011.wav	4.2487698
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p257/p257_006.wav	4.2772417
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Edinburgh/p272/p272_011.wav	3.9044104
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p229/p229_005.wav	4.3752155
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p258/p258_022.wav	3.956973
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p231/p231_007.wav	3.9215312
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Edinburgh/p262/p262_010.wav	4.0724173
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/Edinburgh/p281/p281_009.wav	4.209044
../accent-evaluation/xtts_22.05k_corrupt50k_vol0.4_100ms/SouthernEngland/p228/p228_006.wav	4.187404
